patient_region,hospital_id,distance
Helmstedt,1831,448.41
Helmstedt,1833,524.5
Helmstedt,1834,524.5
Helmstedt,1835,524.5
Helmstedt,1836,524.5
Helmstedt,1843,462.57
Helmstedt,1844,462.57
Helmstedt,1845,462.57
Helmstedt,1887,468.78
Helmstedt,1888,468.78
Helmstedt,1893,496.59
Helmstedt,1908,386.45
Helmstedt,1909,406.44
Helmstedt,1910,406.44
Helmstedt,1911,406.44
Helmstedt,1912,406.44
Helmstedt,1913,406.44
Helmstedt,1920,370.99
Helmstedt,1945,311.98
Helmstedt,1946,311.98
Helmstedt,1956,352.59
Helmstedt,1957,352.59
Helmstedt,1975,329.84
Helmstedt,1976,329.84
Helmstedt,1977,329.84
Helmstedt,1979,275.45
Helmstedt,1997,276.93
Helmstedt,1998,276.93
Helmstedt,2003,220.12
Helmstedt,2004,220.12
Helmstedt,2005,236.45
Helmstedt,2009,229.46
Helmstedt,2017,291.31
Helmstedt,2018,291.31
Helmstedt,2019,291.31
Helmstedt,2023,306.39
Helmstedt,2024,306.39
Helmstedt,2025,306.39
Helmstedt,2026,306.39
Helmstedt,2027,306.39
Helmstedt,2028,306.39
Helmstedt,2029,306.39
Helmstedt,2030,306.39
Helmstedt,2031,306.39
Helmstedt,2032,306.39
Helmstedt,2033,306.39
Helmstedt,2034,306.39
Helmstedt,2035,306.39
Helmstedt,2036,306.39
Helmstedt,2037,306.39
Helmstedt,2038,306.39
Helmstedt,2039,320.23
Helmstedt,2055,335.12
Helmstedt,2056,335.12
Helmstedt,2082,232.52
Helmstedt,2083,232.52
Helmstedt,2084,232.52
Helmstedt,2085,232.52
Helmstedt,2086,232.52
Helmstedt,2093,281.01
Helmstedt,2096,304.43
Helmstedt,2117,482.08
Helmstedt,2118,482.08
Helmstedt,2119,500.8
Helmstedt,2120,500.8
Helmstedt,2121,500.8
Helmstedt,2122,473.17
Helmstedt,2123,473.17
Helmstedt,2133,420.52
Helmstedt,2134,420.52
Helmstedt,2138,429.97
Helmstedt,2182,273.33
Helmstedt,2183,273.33
Helmstedt,2184,273.33
Helmstedt,2187,439.09
Helmstedt,2188,439.09
Helmstedt,2193,406.8
Helmstedt,2194,406.8
Helmstedt,2430,222.34
Helmstedt,2431,222.34
Helmstedt,2432,222.34
Helmstedt,2433,222.34
Helmstedt,2434,222.34
Helmstedt,2435,222.34
Helmstedt,2436,222.34
Helmstedt,2437,222.34
Helmstedt,2438,222.34
Helmstedt,2439,222.34
Helmstedt,2440,222.34
Helmstedt,2441,160.28
Helmstedt,2442,160.28
Helmstedt,2443,160.28
Helmstedt,2444,160.28
Helmstedt,2542,195.27
Helmstedt,2543,195.27
Helmstedt,2554,262.2
Helmstedt,2565,298.78
Helmstedt,2566,298.78
Helmstedt,2567,298.78
Helmstedt,2577,206.04
Helmstedt,2699,72.91
Helmstedt,2700,72.91
Helmstedt,2701,72.91
Helmstedt,2702,72.91
Helmstedt,2727,79.58
Helmstedt,2752,141.58
Helmstedt,2753,141.58
Helmstedt,2754,141.58
Helmstedt,2755,116.7
Helmstedt,2756,199.09
Helmstedt,2757,199.09
Helmstedt,2768,206.19
Helmstedt,2769,206.19
Helmstedt,2782,175.57
Helmstedt,2783,175.57
Northeim,95,218.6
Northeim,96,218.6
Northeim,97,268.79
Northeim,98,268.79
Northeim,240,105.76
Northeim,243,42.1
Northeim,249,42.1
Northeim,251,92.66
Northeim,253,105.76
Northeim,254,92.66
Northeim,256,66.55
Northeim,257,64.1
Northeim,260,0.0
Northeim,262,66.55
Northeim,269,26.29
Northeim,285,96.79
Northeim,309,106.51
Northeim,312,132.41
Northeim,314,132.41
Northeim,326,42.1
Northeim,328,43.65
Northeim,329,43.65
Northeim,330,24.61
Northeim,331,43.65
Northeim,332,43.65
Northeim,334,24.61
Northeim,335,24.61
Northeim,336,106.51
Northeim,344,96.79
Northeim,345,96.79
Northeim,346,246.63
Northeim,347,246.63
Northeim,355,169.19
Northeim,358,169.19
Northeim,361,169.19
Northeim,366,152.85
Northeim,367,152.85
Northeim,405,172.29
Northeim,415,172.29
Northeim,438,246.63
Northeim,455,151.63
Northeim,458,243.14
Northeim,587,207.3
Northeim,614,246.52
Northeim,615,246.52
Northeim,616,246.52
Northeim,617,246.52
Northeim,618,246.52
Northeim,619,246.52
Northeim,708,246.57
Northeim,709,246.57
Northeim,719,272.05
Northeim,780,185.78
Northeim,781,185.78
Northeim,825,129.93
Northeim,826,129.93
Northeim,827,129.93
Northeim,835,102.92
Northeim,836,102.92
Northeim,837,102.92
Northeim,838,102.92
Northeim,847,90.25
Northeim,848,90.25
Northeim,849,90.25
Northeim,853,35.2
Northeim,854,35.2
Northeim,879,76.31
Northeim,880,76.31
Northeim,881,76.31
Northeim,882,76.31
Northeim,883,76.31
Northeim,884,76.31
Northeim,1008,151.82
Northeim,1009,151.82
Northeim,1010,151.82
Northeim,1011,151.82
Northeim,1068,227.8
Northeim,1069,227.8
Northeim,1134,154.62
Northeim,1135,154.62
Northeim,1136,154.62
Northeim,1137,154.62
Northeim,1138,154.62
Northeim,1190,135.15
Northeim,1191,135.15
Northeim,1192,135.15
Northeim,1193,135.15
Northeim,1265,194.98
Northeim,1266,254.98
Northeim,1267,254.98
Northeim,1268,254.98
Northeim,1269,254.98
Northeim,1270,254.98
Northeim,1288,223.38
Northeim,1289,223.38
Northeim,1290,223.38
Northeim,1291,223.38
Northeim,1348,282.21
Northeim,1349,282.21
Northeim,1356,301.71
Northeim,1360,301.95
Northeim,1361,301.95
Northeim,1399,347.67
Northeim,1400,347.67
Northeim,1408,338.26
Northeim,1419,340.7
Northeim,1420,340.7
Northeim,1422,322.53
Northeim,1423,322.53
Northeim,1424,322.53
Northeim,1425,322.53
Northeim,1448,295.01
Northeim,1449,295.01
Northeim,1450,295.01
Northeim,1488,343.78
Northeim,1489,343.78
Northeim,1536,348.35
Northeim,1537,348.35
Northeim,1538,348.35
Northeim,1544,381.22
Northeim,1572,429.29
Northeim,1573,429.29
Northeim,1574,429.29
Northeim,1596,409.49
Northeim,1597,409.49
Northeim,1608,426.85
Northeim,1609,426.85
Northeim,1613,459.1
Northeim,1614,459.1
Northeim,1615,459.1
Northeim,1624,487.97
Northeim,1625,487.97
Northeim,1626,487.97
Northeim,1627,487.97
Northeim,1628,487.97
Northeim,1645,366.78
Northeim,1646,366.78
Northeim,1647,366.78
Northeim,1648,366.78
Northeim,1655,365.25
Northeim,1656,365.25
Northeim,1657,365.25
Northeim,1658,365.25
Northeim,1682,407.66
Northeim,1702,443.27
Northeim,1703,443.27
Northeim,1704,443.27
Northeim,1705,443.27
Northeim,1714,411.62
Northeim,1715,351.8
Northeim,1716,351.8
Northeim,1717,351.8
Northeim,1718,351.8
Northeim,1719,351.8
Northeim,1720,351.8
Northeim,1721,351.8
Northeim,1793,441.84
Northeim,1794,441.84
Northeim,1795,441.84
Northeim,1813,405.69
Northeim,1814,405.69
Northeim,1815,405.69
Northeim,1817,436.8
Northeim,1818,436.8
Northeim,1819,332.81
Northeim,1824,411.38
Northeim,1828,397.44
Northeim,1829,397.44
Northeim,1830,410.92
Northeim,1831,410.92
Northeim,1833,483.3
Northeim,1834,483.3
Northeim,1835,483.3
Northeim,1836,483.3
Northeim,1843,419.43
Northeim,1844,419.43
Northeim,1845,419.43
Northeim,1887,431.97
Northeim,1888,431.97
Northeim,1893,477.03
Northeim,1908,374.57
Northeim,1909,399.78
Northeim,1910,399.78
Northeim,1911,399.78
Northeim,1912,399.78
Northeim,1913,399.78
Northeim,1920,347.19
Northeim,1945,292.68
Northeim,1946,292.68
Northeim,1956,345.84
Northeim,1957,345.84
Northeim,1975,314.29
Northeim,1976,314.29
Northeim,1977,314.29
Northeim,1979,272.58
Northeim,1997,242.65
Northeim,1998,242.65
Northeim,2003,198.26
Northeim,2004,198.26
Northeim,2005,215.92
Northeim,2009,198.81
Northeim,2017,254.48
Northeim,2018,254.48
Northeim,2019,254.48
Northeim,2023,270.92
Northeim,2024,270.92
Northeim,2025,270.92
Northeim,2026,270.92
Northeim,2027,270.92
Northeim,2028,270.92
Northeim,2029,270.92
Northeim,2030,270.92
Northeim,2031,270.92
Northeim,2032,270.92
Northeim,2033,270.92
Northeim,2034,270.92
Northeim,2035,270.92
Northeim,2036,270.92
Northeim,2037,270.92
Northeim,2038,270.92
Northeim,2039,282.97
Northeim,2055,297.98
Northeim,2056,297.98
Northeim,2082,174.63
Northeim,2083,174.63
Northeim,2084,174.63
Northeim,2085,174.63
Northeim,2086,174.63
Northeim,2093,226.31
Northeim,2096,233.24
Northeim,2117,435.34
Northeim,2118,435.34
Northeim,2119,450.17
Northeim,2120,450.17
Northeim,2121,450.17
Northeim,2122,420.74
Northeim,2123,420.74
Northeim,2133,369.13
Northeim,2134,369.13
Northeim,2138,374.76
Northeim,2182,182.64
Northeim,2183,182.64
Northeim,2184,182.64
Northeim,2187,349.71
Northeim,2188,349.71
Northeim,2193,318.33
Northeim,2194,318.33
Northeim,2430,300.28
Northeim,2431,300.28
Northeim,2432,300.28
Northeim,2433,300.28
Northeim,2434,300.28
Northeim,2435,300.28
Northeim,2436,300.28
Northeim,2437,300.28
Northeim,2438,300.28
Northeim,2439,300.28
Northeim,2440,300.28
Northeim,2441,232.33
Northeim,2442,232.33
Northeim,2443,232.33
Northeim,2444,232.33
Northeim,2542,217.2
Northeim,2543,217.2
Northeim,2554,322.99
Northeim,2565,361.89
Northeim,2566,361.89
Northeim,2567,361.89
Northeim,2577,258.98
Northeim,2699,165.37
Northeim,2700,165.37
Northeim,2701,165.37
Northeim,2702,165.37
Northeim,2727,70.62
Northeim,2752,107.88
Northeim,2753,107.88
Northeim,2754,107.88
Northeim,2755,109.99
Northeim,2756,160.72
Northeim,2757,160.72
Northeim,2768,181.28
Northeim,2769,181.28
Northeim,2782,189.27
Northeim,2783,189.27
Peine,95,161.77
Peine,96,161.77
Peine,97,205.6
Peine,98,205.6
Peine,240,40.58
Peine,243,46.67
Peine,249,46.67
Peine,251,52.37
Peine,253,40.58
Peine,254,52.37
Peine,256,0.0
Peine,257,25.42
Peine,260,66.55
Peine,262,0.0
Peine,269,89.29
Peine,285,36.61
Peine,309,77.05
Peine,312,111.87
Peine,314,111.87
Peine,326,46.67
Peine,328,27.02
Peine,329,27.02
Peine,330,65.18
Peine,331,27.02
Peine,332,27.02
Peine,334,65.18
Peine,335,65.18
Peine,336,77.05
Peine,344,36.61
Peine,345,36.61
Peine,346,201.83
Peine,347,201.83
Peine,355,104.71
Peine,358,104.71
Peine,361,104.71
Peine,366,105.6
Peine,367,105.6
Peine,405,160.59
Peine,415,160.59
Peine,438,201.83
Peine,455,140.86
Peine,458,216.22
Peine,587,254.12
Peine,614,290.34
Peine,615,290.34
Peine,616,290.34
Peine,617,290.34
Peine,618,290.34
Peine,619,290.34
Peine,708,302.0
Peine,709,302.0
Peine,719,318.02
Peine,780,214.31
Peine,781,214.31
Peine,825,159.36
Peine,826,159.36
Peine,827,159.36
Peine,835,135.66
Peine,836,135.66
Peine,837,135.66
Peine,838,135.66
Peine,847,109.89
Peine,848,109.89
Peine,849,109.89
Peine,853,84.43
Peine,854,84.43
Peine,879,122.02
Peine,880,122.02
Peine,881,122.02
Peine,882,122.02
Peine,883,122.02
Peine,884,122.02
Peine,1008,195.82
Peine,1009,195.82
Peine,1010,195.82
Peine,1011,195.82
Peine,1068,294.31
Peine,1069,294.31
Peine,1134,220.67
Peine,1135,220.67
Peine,1136,220.67
Peine,1137,220.67
Peine,1138,220.67
Peine,1190,199.44
Peine,1191,199.44
Peine,1192,199.44
Peine,1193,199.44
Peine,1265,255.1
Peine,1266,320.65
Peine,1267,320.65
Peine,1268,320.65
Peine,1269,320.65
Peine,1270,320.65
Peine,1288,284.84
Peine,1289,284.84
Peine,1290,284.84
Peine,1291,284.84
Peine,1348,348.73
Peine,1349,348.73
Peine,1356,368.2
Peine,1360,367.25
Peine,1361,367.25
Peine,1399,412.7
Peine,1400,412.7
Peine,1408,402.42
Peine,1419,403.47
Peine,1420,403.47
Peine,1422,387.2
Peine,1423,387.2
Peine,1424,387.2
Peine,1425,387.2
Peine,1448,357.59
Peine,1449,357.59
Peine,1450,357.59
Peine,1488,410.25
Peine,1489,410.25
Peine,1536,414.04
Peine,1537,414.04
Peine,1538,414.04
Peine,1544,447.29
Peine,1572,495.73
Peine,1573,495.73
Peine,1574,495.73
Peine,1596,475.02
Peine,1597,475.02
Peine,1608,491.86
Peine,1609,491.86
Peine,1613,523.02
Peine,1614,523.02
Peine,1615,523.02
Peine,1624,554.38
Peine,1625,554.38
Peine,1626,554.38
Peine,1627,554.38
Peine,1628,554.38
Peine,1645,431.08
Peine,1646,431.08
Peine,1647,431.08
Peine,1648,431.08
Peine,1655,430.03
Peine,1656,430.03
Peine,1657,430.03
Peine,1658,430.03
Peine,1682,469.65
Peine,1702,505.84
Peine,1703,505.84
Peine,1704,505.84
Peine,1705,505.84
Peine,1714,475.64
Peine,1715,403.2
Peine,1716,403.2
Peine,1717,403.2
Peine,1718,403.2
Peine,1719,403.2
Peine,1720,403.2
Peine,1721,403.2
Peine,1793,485.72
Peine,1794,485.72
Peine,1795,485.72
Peine,1813,458.38
Peine,1814,458.38
Peine,1815,458.38
Peine,1817,486.32
Peine,1818,486.32
Peine,1819,385.75
Peine,1824,460.59
Peine,1828,447.54
Peine,1829,447.54
Peine,1830,464.97
Peine,1831,464.97
Peine,1833,539.28
Peine,1834,539.28
Peine,1835,539.28
Peine,1836,539.28
Peine,1843,475.99
Peine,1844,475.99
Peine,1845,475.99
Peine,1887,485.81
Peine,1888,485.81
Peine,1893,522.63
Peine,1908,415.45
Peine,1909,437.89
Peine,1910,437.89
Peine,1911,437.89
Peine,1912,437.89
Peine,1913,437.89
Peine,1920,394.22
Peine,1945,336.84
Peine,1946,336.84
Peine,1956,383.6
Peine,1957,383.6
Peine,1975,356.67
Peine,1976,356.67
Peine,1977,356.67
Peine,1979,307.28
Peine,1997,293.81
Peine,1998,293.81
Peine,2003,242.23
Peine,2004,242.23
Peine,2005,259.57
Peine,2009,247.4
Peine,2017,307.01
Peine,2018,307.01
Peine,2019,307.01
Peine,2023,323.01
Peine,2024,323.01
Peine,2025,323.01
Peine,2026,323.01
Peine,2027,323.01
Peine,2028,323.01
Peine,2029,323.01
Peine,2030,323.01
Peine,2031,323.01
Peine,2032,323.01
Peine,2033,323.01
Peine,2034,323.01
Peine,2035,323.01
Peine,2036,323.01
Peine,2037,323.01
Peine,2038,323.01
Peine,2039,336.02
Peine,2055,351.12
Peine,2056,351.12
Peine,2082,235.14
Peine,2083,235.14
Peine,2084,235.14
Peine,2085,235.14
Peine,2086,235.14
Peine,2093,286.25
Peine,2096,298.46
Peine,2117,493.45
Peine,2118,493.45
Peine,2119,509.85
Peine,2120,509.85
Peine,2121,509.85
Peine,2122,480.99
Peine,2123,480.99
Peine,2133,428.79
Peine,2134,428.79
Peine,2138,435.85
Peine,2182,246.49
Peine,2183,246.49
Peine,2184,246.49
Peine,2187,413.98
Peine,2188,413.98
Peine,2193,383.24
Peine,2194,383.24
Peine,2430,234.2
Peine,2431,234.2
Peine,2432,234.2
Peine,2433,234.2
Peine,2434,234.2
Peine,2435,234.2
Peine,2436,234.2
Peine,2437,234.2
Peine,2438,234.2
Peine,2439,234.2
Peine,2440,234.2
Peine,2441,165.87
Peine,2442,165.87
Peine,2443,165.87
Peine,2444,165.87
Peine,2542,235.46
Peine,2543,235.46
Peine,2554,313.69
Peine,2565,350.65
Peine,2566,350.65
Peine,2567,350.65
Peine,2577,255.76
Peine,2699,113.69
Peine,2700,113.69
Peine,2701,113.69
Peine,2702,113.69
Peine,2727,97.05
Peine,2752,154.62
Peine,2753,154.62
Peine,2754,154.62
Peine,2755,141.07
Peine,2756,212.22
Peine,2757,212.22
Peine,2768,226.44
Peine,2769,226.44
Peine,2782,212.09
Peine,2783,212.09
Wolfenbüttel,95,182.87
Wolfenbüttel,96,182.87
Wolfenbüttel,97,222.03
Wolfenbüttel,98,222.03
Wolfenbüttel,240,47.0
Wolfenbüttel,243,29.47
Wolfenbüttel,249,29.47
Wolfenbüttel,251,32.32
Wolfenbüttel,253,47.0
Wolfenbüttel,254,32.32
Wolfenbüttel,256,25.42
Wolfenbüttel,257,0.0
Wolfenbüttel,260,64.1
Wolfenbüttel,262,25.42
Wolfenbüttel,269,81.24
Wolfenbüttel,285,59.85
Wolfenbüttel,309,102.11
Wolfenbüttel,312,136.65
Wolfenbüttel,314,136.65
Wolfenbüttel,326,29.47
Wolfenbüttel,328,39.79
Wolfenbüttel,329,39.79
Wolfenbüttel,330,71.96
Wolfenbüttel,331,39.79
Wolfenbüttel,332,39.79
Wolfenbüttel,334,71.96
Wolfenbüttel,335,71.96
Wolfenbüttel,336,102.11
Wolfenbüttel,344,59.85
Wolfenbüttel,345,59.85
Wolfenbüttel,346,226.01
Wolfenbüttel,347,226.01
Wolfenbüttel,355,121.08
Wolfenbüttel,358,121.08
Wolfenbüttel,361,121.08
Wolfenbüttel,366,130.13
Wolfenbüttel,367,130.13
Wolfenbüttel,405,184.93
Wolfenbüttel,415,184.93
Wolfenbüttel,438,226.01
Wolfenbüttel,455,164.91
Wolfenbüttel,458,241.64
Wolfenbüttel,587,265.12
Wolfenbüttel,614,302.76
Wolfenbüttel,615,302.76
Wolfenbüttel,616,302.76
Wolfenbüttel,617,302.76
Wolfenbüttel,618,302.76
Wolfenbüttel,619,302.76
Wolfenbüttel,708,308.85
Wolfenbüttel,709,308.85
Wolfenbüttel,719,329.65
Wolfenbüttel,780,231.37
Wolfenbüttel,781,231.37
Wolfenbüttel,825,175.45
Wolfenbüttel,826,175.45
Wolfenbüttel,827,175.45
Wolfenbüttel,835,150.24
Wolfenbüttel,836,150.24
Wolfenbüttel,837,150.24
Wolfenbüttel,838,150.24
Wolfenbüttel,847,127.3
Wolfenbüttel,848,127.3
Wolfenbüttel,849,127.3
Wolfenbüttel,853,90.98
Wolfenbüttel,854,90.98
Wolfenbüttel,879,131.8
Wolfenbüttel,880,131.8
Wolfenbüttel,881,131.8
Wolfenbüttel,882,131.8
Wolfenbüttel,883,131.8
Wolfenbüttel,884,131.8
Wolfenbüttel,1008,207.55
Wolfenbüttel,1009,207.55
Wolfenbüttel,1010,207.55
Wolfenbüttel,1011,207.55
Wolfenbüttel,1068,288.84
Wolfenbüttel,1069,288.84
Wolfenbüttel,1134,217.38
Wolfenbüttel,1135,217.38
Wolfenbüttel,1136,217.38
Wolfenbüttel,1137,217.38
Wolfenbüttel,1138,217.38
Wolfenbüttel,1190,188.49
Wolfenbüttel,1191,188.49
Wolfenbüttel,1192,188.49
Wolfenbüttel,1193,188.49
Wolfenbüttel,1265,258.72
Wolfenbüttel,1266,317.97
Wolfenbüttel,1267,317.97
Wolfenbüttel,1268,317.97
Wolfenbüttel,1269,317.97
Wolfenbüttel,1270,317.97
Wolfenbüttel,1288,287.4
Wolfenbüttel,1289,287.4
Wolfenbüttel,1290,287.4
Wolfenbüttel,1291,287.4
Wolfenbüttel,1348,343.0
Wolfenbüttel,1349,343.0
Wolfenbüttel,1356,360.82
Wolfenbüttel,1360,365.22
Wolfenbüttel,1361,365.22
Wolfenbüttel,1399,401.44
Wolfenbüttel,1400,401.44
Wolfenbüttel,1408,390.05
Wolfenbüttel,1419,389.68
Wolfenbüttel,1420,389.68
Wolfenbüttel,1422,375.51
Wolfenbüttel,1423,375.51
Wolfenbüttel,1424,375.51
Wolfenbüttel,1425,375.51
Wolfenbüttel,1448,343.79
Wolfenbüttel,1449,343.79
Wolfenbüttel,1450,343.79
Wolfenbüttel,1488,402.59
Wolfenbüttel,1489,402.59
Wolfenbüttel,1536,403.92
Wolfenbüttel,1537,403.92
Wolfenbüttel,1538,403.92
Wolfenbüttel,1544,438.01
Wolfenbüttel,1572,487.76
Wolfenbüttel,1573,487.76
Wolfenbüttel,1574,487.76
Wolfenbüttel,1596,464.47
Wolfenbüttel,1597,464.47
Wolfenbüttel,1608,480.42
Wolfenbüttel,1609,480.42
Wolfenbüttel,1613,510.1
Wolfenbüttel,1614,510.1
Wolfenbüttel,1615,510.1
Wolfenbüttel,1624,546.17
Wolfenbüttel,1625,546.17
Wolfenbüttel,1626,546.17
Wolfenbüttel,1627,546.17
Wolfenbüttel,1628,546.17
Wolfenbüttel,1645,418.8
Wolfenbüttel,1646,418.8
Wolfenbüttel,1647,418.8
Wolfenbüttel,1648,418.8
Wolfenbüttel,1655,418.39
Wolfenbüttel,1656,418.39
Wolfenbüttel,1657,418.39
Wolfenbüttel,1658,418.39
Wolfenbüttel,1682,455.01
Wolfenbüttel,1702,491.63
Wolfenbüttel,1703,491.63
Wolfenbüttel,1704,491.63
Wolfenbüttel,1705,491.63
Wolfenbüttel,1714,462.93
Wolfenbüttel,1715,383.22
Wolfenbüttel,1716,383.22
Wolfenbüttel,1717,383.22
Wolfenbüttel,1718,383.22
Wolfenbüttel,1719,383.22
Wolfenbüttel,1720,383.22
Wolfenbüttel,1721,383.22
Wolfenbüttel,1793,463.36
Wolfenbüttel,1794,463.36
Wolfenbüttel,1795,463.36
Wolfenbüttel,1813,438.72
Wolfenbüttel,1814,438.72
Wolfenbüttel,1815,438.72
Wolfenbüttel,1817,465.5
Wolfenbüttel,1818,465.5
Wolfenbüttel,1819,366.4
Wolfenbüttel,1824,439.73
Wolfenbüttel,1828,427.0
Wolfenbüttel,1829,427.0
Wolfenbüttel,1830,445.85
Wolfenbüttel,1831,445.85
Wolfenbüttel,1833,520.85
Wolfenbüttel,1834,520.85
Wolfenbüttel,1835,520.85
Wolfenbüttel,1836,520.85
Wolfenbüttel,1843,457.97
Wolfenbüttel,1844,457.97
Wolfenbüttel,1845,457.97
Wolfenbüttel,1887,466.55
Wolfenbüttel,1888,466.55
Wolfenbüttel,1893,500.62
Wolfenbüttel,1908,392.55
Wolfenbüttel,1909,414.43
Wolfenbüttel,1910,414.43
Wolfenbüttel,1911,414.43
Wolfenbüttel,1912,414.43
Wolfenbüttel,1913,414.43
Wolfenbüttel,1920,372.88
Wolfenbüttel,1945,314.93
Wolfenbüttel,1946,314.93
Wolfenbüttel,1956,360.18
Wolfenbüttel,1957,360.18
Wolfenbüttel,1975,334.26
Wolfenbüttel,1976,334.26
Wolfenbüttel,1977,334.26
Wolfenbüttel,1979,283.57
Wolfenbüttel,1997,274.21
Wolfenbüttel,1998,274.21
Wolfenbüttel,2003,220.82
Wolfenbüttel,2004,220.82
Wolfenbüttel,2005,237.93
Wolfenbüttel,2009,227.28
Wolfenbüttel,2017,287.85
Wolfenbüttel,2018,287.85
Wolfenbüttel,2019,287.85
Wolfenbüttel,2023,303.59
Wolfenbüttel,2024,303.59
Wolfenbüttel,2025,303.59
Wolfenbüttel,2026,303.59
Wolfenbüttel,2027,303.59
Wolfenbüttel,2028,303.59
Wolfenbüttel,2029,303.59
Wolfenbüttel,2030,303.59
Wolfenbüttel,2031,303.59
Wolfenbüttel,2032,303.59
Wolfenbüttel,2033,303.59
Wolfenbüttel,2034,303.59
Wolfenbüttel,2035,303.59
Wolfenbüttel,2036,303.59
Wolfenbüttel,2037,303.59
Wolfenbüttel,2038,303.59
Wolfenbüttel,2039,316.92
Wolfenbüttel,2055,331.98
Wolfenbüttel,2056,331.98
Wolfenbüttel,2082,220.55
Wolfenbüttel,2083,220.55
Wolfenbüttel,2084,220.55
Wolfenbüttel,2085,220.55
Wolfenbüttel,2086,220.55
Wolfenbüttel,2093,270.86
Wolfenbüttel,2096,287.92
Wolfenbüttel,2117,476.19
Wolfenbüttel,2118,476.19
Wolfenbüttel,2119,493.49
Wolfenbüttel,2120,493.49
Wolfenbüttel,2121,493.49
Wolfenbüttel,2122,465.06
Wolfenbüttel,2123,465.06
Wolfenbüttel,2133,412.61
Wolfenbüttel,2134,412.61
Wolfenbüttel,2138,420.61
Wolfenbüttel,2182,246.66
Wolfenbüttel,2183,246.66
Wolfenbüttel,2184,246.66
Wolfenbüttel,2187,413.52
Wolfenbüttel,2188,413.52
Wolfenbüttel,2193,381.86
Wolfenbüttel,2194,381.86
Wolfenbüttel,2430,239.45
Wolfenbüttel,2431,239.45
Wolfenbüttel,2432,239.45
Wolfenbüttel,2433,239.45
Wolfenbüttel,2434,239.45
Wolfenbüttel,2435,239.45
Wolfenbüttel,2436,239.45
Wolfenbüttel,2437,239.45
Wolfenbüttel,2438,239.45
Wolfenbüttel,2439,239.45
Wolfenbüttel,2440,239.45
Wolfenbüttel,2441,173.4
Wolfenbüttel,2442,173.4
Wolfenbüttel,2443,173.4
Wolfenbüttel,2444,173.4
Wolfenbüttel,2542,210.27
Wolfenbüttel,2543,210.27
Wolfenbüttel,2554,289.72
Wolfenbüttel,2565,327.04
Wolfenbüttel,2566,327.04
Wolfenbüttel,2567,327.04
Wolfenbüttel,2577,230.95
Wolfenbüttel,2699,102.49
Wolfenbüttel,2700,102.49
Wolfenbüttel,2701,102.49
Wolfenbüttel,2702,102.49
Wolfenbüttel,2727,75.21
Wolfenbüttel,2752,135.38
Wolfenbüttel,2753,135.38
Wolfenbüttel,2754,135.38
Wolfenbüttel,2755,118.31
Wolfenbüttel,2756,193.5
Wolfenbüttel,2757,193.5
Wolfenbüttel,2768,205.5
Wolfenbüttel,2769,205.5
Wolfenbüttel,2782,187.31
Wolfenbüttel,2783,187.31
Göttingen,95,244.6
Göttingen,96,244.6
Göttingen,97,293.71
Göttingen,98,293.71
Göttingen,240,126.38
Göttingen,243,53.55
Göttingen,249,53.55
Göttingen,251,105.0
Göttingen,253,126.38
Göttingen,254,105.0
Göttingen,256,89.29
Göttingen,257,81.24
Göttingen,260,26.29
Göttingen,262,89.29
Göttingen,269,0.0
Göttingen,285,121.75
Göttingen,309,132.43
Göttingen,312,157.06
Göttingen,314,157.06
Göttingen,326,53.55
Göttingen,328,68.94
Göttingen,329,68.94
Göttingen,330,47.71
Göttingen,331,68.94
Göttingen,332,68.94
Göttingen,334,47.71
Göttingen,335,47.71
Göttingen,336,132.43
Göttingen,344,121.75
Göttingen,345,121.75
Göttingen,346,272.78
Göttingen,347,272.78
Göttingen,355,193.47
Göttingen,358,193.47
Göttingen,361,193.47
Göttingen,366,179.13
Göttingen,367,179.13
Göttingen,405,194.79
Göttingen,415,194.79
Göttingen,438,272.78
Göttingen,455,174.36
Göttingen,458,267.47
Göttingen,587,207.53
Göttingen,614,247.82
Göttingen,615,247.82
Göttingen,616,247.82
Göttingen,617,247.82
Göttingen,618,247.82
Göttingen,619,247.82
Göttingen,708,240.22
Göttingen,709,240.22
Göttingen,719,271.73
Göttingen,780,195.91
Göttingen,781,195.91
Göttingen,825,141.77
Göttingen,826,141.77
Göttingen,827,141.77
Göttingen,835,115.01
Göttingen,836,115.01
Göttingen,837,115.01
Göttingen,838,115.01
Göttingen,847,108.35
Göttingen,848,108.35
Göttingen,849,108.35
Göttingen,853,49.78
Göttingen,854,49.78
Göttingen,879,84.18
Göttingen,880,84.18
Göttingen,881,84.18
Göttingen,882,84.18
Göttingen,883,84.18
Göttingen,884,84.18
Göttingen,1008,155.36
Göttingen,1009,155.36
Göttingen,1010,155.36
Göttingen,1011,155.36
Göttingen,1068,207.6
Göttingen,1069,207.6
Göttingen,1134,136.86
Göttingen,1135,136.86
Göttingen,1136,136.86
Göttingen,1137,136.86
Göttingen,1138,136.86
Göttingen,1190,110.3
Göttingen,1191,110.3
Göttingen,1192,110.3
Göttingen,1193,110.3
Göttingen,1265,185.26
Göttingen,1266,237.4
Göttingen,1267,237.4
Göttingen,1268,237.4
Göttingen,1269,237.4
Göttingen,1270,237.4
Göttingen,1288,211.88
Göttingen,1289,211.88
Göttingen,1290,211.88
Göttingen,1291,211.88
Göttingen,1348,261.77
Göttingen,1349,261.77
Göttingen,1356,279.95
